secret,turn_index,question,label
slate,23,Is the object you are thinking of a type of paint?,Closed
slate,24,Is the object you are thinking of a type of pastel?,Closed
slate,25,Is the object you are thinking of a type of colored pencil?,Closed
slate,26,Is the object you are thinking of charcoal?,Closed
slate,27,Is the object you are thinking of a type of ink?,Closed
slate,28,Is the object you are thinking of a type of watercolor?,Closed
slate,29,Is the object you are thinking of a type of glue or adhesive?,Closed
slate,30,"Is the object you are thinking of a type of material used for collage, such as cardboard or foam board?",Closed
slate,31,"Is the object you are thinking of a type of material used for printmaking, such as a linoleum block or a woodcut?",Closed
slate,32,"Is the object you are thinking of a type of material used for mixed media, such as fabric scraps or found objects?",Closed
slate,33,Is the object you are thinking of a type of material used for origami or paper folding?,Closed
slate,34,Is the object you are thinking of a sketchbook?,Closed
slate,35,Is the object you are thinking of an eraser?,Closed
slate,36,Is the object you are thinking of a sharpener?,Closed
slate,37,Is the object you are thinking of a ruler?,Closed
slate,38,Is the object you are thinking of a type of string or twine used in art?,Closed
slate,39,"Is the object you are thinking of a type of tape used in art, such as masking tape or duct tape?",Closed
slate,40,"Is the object you are thinking of a type of tool used to mix or blend art materials, such as a palette or a mortar and pestle?",Closed
slate,41,"Is the object you are thinking of a type of material used to create a specific texture or effect in art, such as glitter or sand?",Closed
slate,42,"Is the object you are thinking of a type of material used to add color or pigment to a piece of art, such as colored sand or colored salt?",Closed
slate,43,"Is the object you are thinking of a type of material used to create a sense of depth or dimension in a piece of art, such as foam or cardboard?",Closed
slate,44,"Is the object you are thinking of a piece of art itself, rather than a material or tool used to create art?",Closed
slate,45,Is the object you are thinking of something that can be used by both children and adults in an artistic pursuit?,Closed
slate,46,Is the object you are thinking of commonly used in elementary school art classes?,Closed
slate,47,Is the object you are thinking of construction paper?,Closed
slate,48,Is the object you are thinking of playdough?,Closed
slate,49,Is the object you are thinking of pipe cleaners?,Closed
slate,50,Is the object you are thinking of yarn?,Closed
sledgehammer,1,Is the object you are thinking of something that can be held in your hand?,Closed
sledgehammer,2,Is the object man-made?,Closed
sledgehammer,3,Does the object have buttons or controls that you can press?,Closed
sledgehammer,4,Is the object used for entertainment?,Closed
sledgehammer,5,Is the object related to food or drink in any way?,Closed
sledgehammer,6,Is the object used for personal grooming or hygiene?,Closed
sledgehammer,7,Is the object made primarily of plastic?,Closed
sledgehammer,8,Is the object made primarily of metal?,Closed
sledgehammer,9,Does the object have a distinct or unusual shape?,Closed
sledgehammer,10,Is the object a tool?,Closed
sledgehammer,11,Is the object used for a specific task or function?,Closed
sledgehammer,12,I'm going to take a guess that the object is a hammer.?,Open
sledgehammer,13,Does the object have a sharp edge or point?,Closed
sledgehammer,14,Is the object used for cutting?,Closed
sledgehammer,15,Is the object used for piercing or puncturing?,Closed
sledgehammer,16,Is the object used for digging or excavating?,Closed
sledgehammer,17,I'm going to take a guess that the object is a shovel.?,Open
sledgehammer,18,Is the object typically used with one hand?,Closed
sledgehammer,19,Is the object typically used with both hands?,Closed
sledgehammer,20,I'm going to take a guess that the object is a pickaxe.?,Open
sledgehammer,21,Does the object have a long handle?,Closed
sledgehammer,22,I'm going to take a guess that the object is a trowel.?,Open
sledgehammer,23,Is the object used in gardening or landscaping?,Closed
sledgehammer,24,Is the object used in construction or building?,Closed
sledgehammer,25,I'm going to take a guess that the object is a wrecking bar.?,Open
sledgehammer,26,Is the object used for breaking or demolishing things?,Closed
sledgehammer,27,I'm going to take a guess that the object is a sledgehammer.?,Open
sleeve,1,What is the size of the object you are thinking of?,Open
sleeve,2,Is the object you are thinking of something that can be held in your hand?,Closed
sleeve,3,Is the object you are thinking of man-made?,Closed
sleeve,4,Does the object you are thinking of have moving parts?,Closed
sleeve,5,Is the object you are thinking of made primarily of plastic?,Closed
sleeve,6,Is the object you are thinking of used for a specific task or function?,Closed
sleeve,7,Is the object you are thinking of something that can be found in a kitchen?,Closed
sleeve,8,Is the object you are thinking of related to personal grooming or hygiene?,Closed
sleeve,9,Is the object you are thinking of used for entertainment?,Closed
sleeve,10,Is the object you are thinking of made primarily of fabric?,Closed
sleeve,11,Is the object you are thinking of a piece of clothing?,Closed
sleeve,12,Is the object you are thinking of a sock?,Closed
sleeve,13,Is the object you are thinking of a hat?,Closed
sleeve,14,Is the object you are thinking of a shirt?,Closed
sleeve,15,Is the object you are thinking of a glove?,Closed
sleeve,16,Is the object you are thinking of a scarf?,Closed
sleeve,17,Is the object you are thinking of a tie?,Closed
sleeve,18,Is the object you are thinking of a pair of pants?,Closed
sleeve,19,Is the object you are thinking of a jacket or coat?,Closed
sleeve,20,Is the object you are thinking of a dress?,Closed
sleeve,21,"Is the object you are thinking of an undergarment, such as a bra or underwear?",Closed
sleeve,22,"Is the object you are thinking of something that is wrapped around a part of the body, such as a bandage or a wrap?",Closed
sleeve,23,Is the object you are thinking of a bandage?,Closed
sleeve,24,Is the object you are thinking of a towel?,Closed
sleeve,25,Is the object you are thinking of a blanket?,Closed
sleeve,26,"Is the object you are thinking of a wrap, such as a belly wrap or a back wrap?",Closed
sleeve,27,Is the object you are thinking of an Ace bandage?,Closed
sleeve,28,Is the object you are thinking of a gauze?,Closed
sleeve,29,"Is the object you are thinking of something that is used to support or stabilize a part of the body, such as a sling or a wrap?",Closed
sleeve,30,"Is the object you are thinking of something that is used to cover or protect a part of the body, such as a sleeve or a cover?",Closed
sleigh,1,Is the object you are thinking of something that can be held in your hand?,Closed
sleigh,2,Is the object you are thinking of man-made?,Closed
sleigh,3,Is the object you are thinking of used for a specific purpose or function?,Closed
sleigh,4,Is the object you are thinking of something that can be found indoors?,Closed
sleigh,5,Is the object you are thinking of related to furniture?,Closed
sleigh,6,Is the object you are thinking of electronic?,Closed
sleigh,7,Is the object you are thinking of made primarily of plastic?,Closed
sleigh,8,Is the object you are thinking of made primarily of metal?,Closed
sleigh,9,Is the object you are thinking of a device or machine used for a specific task?,Closed
sleigh,10,My guess is that the object you are thinking of is a refrigerator.?,Open
sleigh,11,Does the object you are thinking of use any moving parts?,Closed
sleigh,12,Is the object you are thinking of used for a task related to food or drink?,Closed
sleigh,13,Is the object you are thinking of commonly found in a laundry room?,Closed
sleigh,14,Is the object you are thinking of commonly found in a bathroom?,Closed
sleigh,15,Is the object you are thinking of commonly found in a bedroom?,Closed
sleigh,16,Is the object you are thinking of used for heating or cooling?,Closed
sleigh,17,Is the object you are thinking of used for cleaning or purification?,Closed
sleigh,18,My guess is that the object you are thinking of is an air conditioner.?,Open
sleigh,19,Is the object you are thinking of used for entertainment?,Closed
sleigh,20,My guess is that the object you are thinking of is a television.?,Open
sleigh,21,Is the object you are thinking of used for playing music?,Closed
sleigh,22,Is the object you are thinking of something that can be used by only one person at a time?,Closed
sleigh,23,Is the object you are thinking of a video game console?,Closed
sleigh,24,My guess is that the object you are thinking of is a pinball machine.?,Open
sleigh,25,Does the object you are thinking of require electricity to function?,Closed
sleigh,26,Is the object you are thinking of a musical instrument?,Closed
sleigh,27,My guess is that the object you are thinking of is a harmonica.?,Open
sleigh,28,Is the object you are thinking of used for a competitive activity?,Closed
sleigh,29,Is the object you are thinking of used in a professional sport?,Closed
sleigh,30,Is the object you are thinking of related to a board game?,Closed
sleigh,31,Is the object you are thinking of related to a card game?,Closed
sleigh,32,My guess is that the object you are thinking of is a chess set.?,Open
sleigh,33,Is the object you are thinking of used primarily with the hands?,Closed
sleigh,34,Is the object you are thinking of used primarily with the feet?,Closed
sleigh,35,Is the object you are thinking of related to a hobby?,Closed
sleigh,36,Is the object you are thinking of related to a hobby that involves a ball?,Closed
sleigh,37,My guess is that the object you are thinking of is a bicycle.?,Open
sleigh,38,Is the object you are thinking of related to an activity that takes place on a table?,Closed
sleigh,39,Is the object you are thinking of related to an activity that takes place on the floor?,Closed
sleigh,40,Is the object you are thinking of related to a hobby that involves a projectile?,Closed
sleigh,41,My guess is that the object you are thinking of is a dartboard.?,Open
sleigh,42,Is the object you are thinking of related to a martial art?,Closed
sleigh,43,Is the object you are thinking of related to a hobby that involves strategy?,Closed
sleigh,44,Is the object you are thinking of related to a hobby that involves creativity?,Closed
sleigh,45,Is the object you are thinking of related to a type of exercise equipment?,Closed
sleigh,46,My guess is that the object you are thinking of is a treadmill.?,Open
sleigh,47,Is the object you are thinking of related to a type of game that involves physical activity?,Closed
sleigh,48,Is the object you are thinking of related to a type of game that involves mental activity?,Closed
sleigh,49,Is the object you are thinking of related to a type of puzzle?,Closed
sleigh,50,Is the object you are thinking of related to a type of craft?,Closed
slingshot,1,Is the object you are thinking of something that can be held in your hand?,Closed
slingshot,2,Is the object man-made?,Closed
slingshot,3,Does the object have buttons or controls?,Closed
slingshot,4,Is the object used for a specific purpose or function?,Closed
slingshot,5,Is the object used for a purpose related to food or drink?,Closed
slingshot,6,Is the object commonly found in most households?,Closed
slingshot,7,Is the object used for personal grooming or hygiene?,Closed
slingshot,8,Is the object made primarily of plastic?,Closed
slingshot,9,I'm going to take a guess that the object is a plastic water bottle.?,Open
slingshot,10,Is the object used for cleaning?,Closed
slingshot,11,Does the object have a distinct or unusual shape?,Closed
slingshot,12,"Is the object used for entertainment, such as a toy?",Closed
slingshot,13,I'm going to take a guess that the object is a stress ball.?,Open
slingshot,14,Does the object make a sound when used?,Closed
slingshot,15,I'm going to take a guess that the object is a kazoo.?,Open
slingshot,16,Is the object electronic?,Closed
slingshot,17,Is the object used by only one person at a time?,Closed
slingshot,18,Does the object have moving parts?,Closed
slingshot,19,I'm going to take a guess that the object is a yo-yo.?,Open
slingshot,20,Is the object related to a pet?,Closed
slingshot,21,Is the object used primarily with the hands?,Closed
slingshot,22,Does the object have a hole or opening in it?,Closed
slingshot,23,I'm going to take a guess that the object is a whistle.?,Open
slingshot,24,Is the object used primarily for children?,Closed
slingshot,25,I'm going to take a guess that the object is a squeaky toy.?,Open
slingshot,26,Does the object have a long handle or stick?,Closed
slingshot,27,I'm going to take a guess that the object is a bubble wand.?,Open
slingshot,28,Is the object inflated?,Closed
slingshot,29,Does the object have a flat surface?,Closed
slingshot,30,I'm going to take a guess that the object is a paddle ball.?,Open
slingshot,31,Is the object used for a game or sport?,Closed
slingshot,32,I'm going to take a guess that the object is a ping pong paddle.?,Open
slingshot,33,Does the object have a rubber or soft surface?,Closed
slingshot,34,I'm going to take a guess that the object is a ball.?,Open
slingshot,35,Is the object used for a sport played primarily indoors?,Closed
slingshot,36,Is the object used for a team sport?,Closed
slingshot,37,Does the object have a strap or cord?,Closed
slingshot,38,I'm going to take a guess that the object is a jump rope.?,Open
slingshot,39,Is the object used for an individual sport that involves throwing?,Closed
slingshot,40,I'm going to take a guess that the object is a frisbee.?,Open
slingshot,41,Does the object have a finger hole?,Closed
slingshot,42,I'm going to take a guess that the object is a bowling ball.?,Open
slingshot,43,Is the object used for a sport that involves a target?,Closed
slingshot,44,I'm going to take a guess that the object is a dart.?,Open
slingshot,45,Does the object have feathers or a similar material attached to it?,Closed
slingshot,46,Is the object used for a sport that involves flying or aerodynamics?,Closed
slingshot,47,I'm going to take a guess that the object is a boomerang.?,Open
slingshot,48,Does the object have a pointed tip?,Closed
slingshot,49,I'm going to take a guess that the object is a javelin.?,Open
slingshot,50,Is the object typically used by children for recreational purposes?,Closed
slipcover,1,Is the object you are thinking of something that can be held in your hand?,Closed
slipcover,2,Is the object you are thinking of man-made?,Closed
slipcover,3,Does the object you are thinking of have buttons or controls?,Closed
slipcover,4,Is the object you are thinking of used for a specific purpose or function?,Closed
slipcover,5,Is the object you are thinking of something that can be found in a kitchen?,Closed
slipcover,6,Is the object you are thinking of related to personal grooming or hygiene?,Closed
slipcover,7,Is the object you are thinking of made primarily of plastic?,Closed
slipcover,8,Is the object you are thinking of made of metal?,Closed
slipcover,9,Is the object you are thinking of made of fabric or textile?,Closed
slipcover,10,Is the object you are thinking of a piece of clothing?,Closed
slipcover,11,Is the object you are thinking of a towel?,Closed
slipcover,12,Is the object you are thinking of a bag or pouch?,Closed
slipcover,13,Is the object you are thinking of used for cleaning or dusting?,Closed
slipcover,14,Is the object you are thinking of used for decorative purposes?,Closed
slipcover,15,Is the object you are thinking of a stuffed animal?,Closed
slipcover,16,Is the object you are thinking of a piece of jewelry that contains fabric?,Closed
slipcover,17,Is the object you are thinking of a flower or plant?,Closed
slipcover,18,Is the object you are thinking of a flag or banner?,Closed
slipcover,19,Is the object you are thinking of a ribbon or bow?,Closed
slipcover,20,Is the object you are thinking of a decorative pillow or cushion?,Closed
slipcover,21,Is the object you are thinking of a wall hanging?,Closed
slipcover,22,Is the object you are thinking of a table runner or placemat?,Closed
slipcover,23,Is the object you are thinking of a doily?,Closed
slipcover,24,I'm going to guess that the object you are thinking of is a piece of embroidery or cross stitch. ?,Open
slipper,1,Is the object you are thinking of something that can be held in your hand?,Closed
slipper,2,Is the object man-made?,Closed
slipper,3,Does the object have buttons or controls?,Closed
slipper,4,Is the object used for entertainment?,Closed
slipper,5,Is the object used for a specific task?,Closed
slipper,6,Is the object used for preparing or eating food?,Closed
slipper,7,Is the object made primarily of plastic?,Closed
slipper,8,Is the object made of metal?,Closed
slipper,9,Is the object made of fabric?,Closed
slipper,10,Is the object a piece of clothing?,Closed
slipper,11,Is the object a sock?,Closed
slipper,12,Is the object a hat?,Closed
slipper,13,Is the object a glove?,Closed
slipper,14,Is the object a scarf?,Closed
slipper,15,Is the object a shirt?,Closed
slipper,16,Is the object pants?,Closed
slipper,17,Is the object a dress?,Closed
slipper,18,Is the object an undergarment?,Closed
slipper,19,Is the object a jacket?,Closed
slipper,20,Is the object a belt?,Closed
slipper,21,Is the object a tie?,Closed
slipper,22,Is the object a handkerchief?,Closed
slipper,23,Is the object a towel?,Closed
slipper,24,Is the object a purse?,Closed
slipper,25,Is the object a bag?,Closed
slipper,26,Is the object a blanket?,Closed
slipper,27,Is the object a napkin?,Closed
slipper,28,Is the object a tablecloth?,Closed
slipper,29,Is the object a flag?,Closed
slipper,30,Is the object a banner?,Closed
slipper,31,Is the object a curtain?,Closed
slipper,32,Does the object have a zipper?,Closed
slipper,33,Does the object have a buckle?,Closed
slipper,34,Is the object a waist apron?,Closed
slipper,35,Is the object a suspenders?,Closed
slipper,36,Is the object a diaper?,Closed
slipper,37,Is the object a bib?,Closed
slipper,38,Is the object an arm band?,Closed
slipper,39,Is the object a headband?,Closed
slipper,40,Is the object a wristband?,Closed
slipper,41,Is the object an elbow pad?,Closed
slipper,42,Is the object a knee pad?,Closed
slipper,43,Is the object a shoulder pad?,Closed
slipper,44,Is the object a chest protector?,Closed
slipper,45,Does the object have a hole in it for the head?,Closed
slipper,46,Does the object have a hole in it for the neck?,Closed
slipper,47,Does the object have a hole in it for the arm?,Closed
slipper,48,Is the object a piece of protective gear?,Closed
slipper,49,Is the object a utility kilt?,Closed
slipper,50,Is the object a corset?,Closed
smock,1,Is the object you are thinking of something that can be held in your hand?,Closed
smock,2,Is the object you are thinking of man-made?,Closed
smock,3,Does the object have buttons or controls of any kind?,Closed
smock,4,Is the object used for entertainment?,Closed
smock,5,Is the object used for communication?,Closed
smock,6,Is the object electronic?,Closed
smock,7,Is the object used primarily with the hands?,Closed
smock,8,Is the object a tool?,Closed
smock,9,Is the object related to food or drink in any way?,Closed
smock,10,Is the object commonly found in an office or a desk?,Closed
smock,11,Is the object a paperweight?,Closed
smock,12,Is the object used to write or draw?,Closed
smock,13,Is the object a desk toy?,Closed
smock,14,Is the object used to organize or hold things?,Closed
smock,15,Is the object a box?,Closed
smock,16,Is the object a tray?,Closed
smock,17,Is the object a container?,Closed
smock,18,Is the object a binder or a folder?,Closed
smock,19,Is the object a stapler?,Closed
smock,20,Is the object a tape dispenser?,Closed
smock,21,Is the object a pencil holder?,Closed
smock,22,Is the object a paper clip holder?,Closed
smock,23,Is the object a business card holder?,Closed
smock,24,Is the object made of plastic?,Closed
smock,25,Is the object made of metal?,Closed
smock,26,Is the object made of wood?,Closed
smock,27,Is the object made of fabric?,Closed
smock,28,Is the object a coaster?,Closed
smock,29,Is the object a placemat?,Closed
smock,30,Is the object a napkin ring?,Closed
smock,31,Is the object a cord or cable organizer?,Closed
smock,32,Is the object a desk calendar holder?,Closed
smock,33,Is the object a pen holder made of fabric?,Closed
smock,34,Is the object a small bag or pouch?,Closed
smock,35,Is the object a bookmark?,Closed
smock,36,Is the object a pin cushion?,Closed
smock,37,Is the object a luggage tag?,Closed
smock,38,Is the object a badge holder?,Closed
smock,39,Is the object a name tag holder?,Closed
smock,40,Is the object a label holder?,Closed
smock,41,Is the object a flag or a banner?,Closed
smock,42,Is the object a decorative item?,Closed
smock,43,Is the object a mousepad?,Closed
smock,44,Is the object a wrist rest?,Closed
smock,45,Is the object a headband?,Closed
smock,46,Is the object a hair tie?,Closed
smock,47,Is the object a rubber band?,Closed
smock,48,Is the object a hair clip?,Closed
smock,49,Is the object used to hold or manage cables or wires?,Closed
smock,50,Is the object a wallet?,Closed
sneaker,1,Is the object you are thinking of something that can be held in your hand?,Closed
sneaker,2,Is the object you are thinking of man-made?,Closed
sneaker,3,Does the object have buttons or controls?,Closed
sneaker,4,Is the object used for entertainment?,Closed
sneaker,5,Is the object related to food or drink in any way?,Closed
sneaker,6,Is the object used for personal grooming or hygiene?,Closed
sneaker,7,Is the object made primarily of plastic?,Closed
sneaker,8,Is the object a container of some kind?,Closed
sneaker,9,Is the object used for a specific task or function?,Closed
sneaker,10,I'm going to take a guess that the object is a toothbrush.?,Open
sneaker,11,Does the object have a distinct or unusual shape?,Closed
sneaker,12,Is the object used primarily with the hands?,Closed
sneaker,13,Is the object commonly found in most households?,Closed
sneaker,14,Is the object used for cleaning?,Closed
sneaker,15,I'm going to take a guess that the object is a comb.?,Open
sneaker,16,Is the object electronic?,Closed
sneaker,17,Is the object used in a specific room or area of the house?,Closed
sneaker,18,Does the object have a distinct sound or noise associated with it?,Closed
sneaker,19,I'm going to take a guess that the object is a whistle.?,Open
sneaker,20,Is the object used by only one person at a time?,Closed
sneaker,21,Is the object used for a purpose related to health or wellness?,Closed
sneaker,22,I'm going to take a guess that the object is an inhaler.?,Open
sneaker,23,Does the object require batteries?,Closed
sneaker,24,Is the object disposable?,Closed
sneaker,25,Is the object commonly used by both children and adults?,Closed
sneaker,26,I'm going to take a guess that the object is a thermometer.?,Open
sneaker,27,Does the object have moving parts?,Closed
sneaker,28,Is the object used to treat a specific health issue or condition?,Closed
sneaker,29,I'm going to take a guess that the object is a humidifier.?,Open
sneaker,30,Is the object typically stored in a cupboard or on a shelf?,Closed
sneaker,31,Is the object often carried in a bag or purse?,Closed
sneaker,32,Does the object have a distinctive smell or odor?,Closed
sneaker,33,I'm going to take a guess that the object is a pill box.?,Open
sneaker,34,Is the object used primarily for a purpose related to the mouth?,Closed
sneaker,35,Is the object used to relieve pain or discomfort?,Closed
sneaker,36,I'm going to take a guess that the object is a heating pad.?,Open
sneaker,37,Does the object have a soft or flexible texture?,Closed
sneaker,38,Is the object used for a purpose related to the ears?,Closed
sneaker,39,I'm going to take a guess that the object is earplugs.?,Open
sneaker,40,Is the object used for a purpose related to the eyes?,Closed
sneaker,41,Does the object have a hole or opening in it?,Closed
sneaker,42,I'm going to take a guess that the object is a nose plug.?,Open
sneaker,43,Is the object used for a purpose related to breathing?,Closed
sneaker,44,Is the object used to support or stabilize something?,Closed
sneaker,45,I'm going to take a guess that the object is a splint.?,Open
sneaker,46,Does the object have a strap or band?,Closed
sneaker,47,I'm going to take a guess that the object is a wristband.?,Open
sneaker,48,Is the object used to support or stabilize the wrist?,Closed
sneaker,49,Is the object used to support or stabilize the arm?,Closed
sneaker,50,Is the object used to support or stabilize the leg?,Closed
snorkel,1,Is the object you are thinking of something that can be held in your hand?,Closed
snorkel,2,Is the object you are thinking of man-made?,Closed
snorkel,3,Does the object you are thinking of have buttons or controls?,Closed
snorkel,4,Is the object you are thinking of used for entertainment?,Closed
snorkel,5,Is the object you are thinking of a type of game?,Closed
snorkel,6,Is the object you are thinking of electronic?,Closed
snorkel,7,Is the object you are thinking of made primarily of plastic?,Closed
snorkel,8,I'm going to take a guess that the object you are thinking of is a frisbee.?,Open
snorkel,9,Does the object you are thinking of have moving parts?,Closed
snorkel,10,Is the object you are thinking of a type of toy?,Closed
snorkel,11,Is the object you are thinking of used primarily for listening to music?,Closed
snorkel,12,I'm going to take a guess that the object you are thinking of is a yo-yo. ?,Open
snowman,1,Is the object you are thinking of something that can be held in your hand?,Closed
snowman,2,Is the object man-made?,Closed
snowman,3,Is the object used for transportation?,Closed
snowman,4,Is the object used for recreational purposes?,Closed
snowman,5,Is the object commonly found in backyards?,Closed
snowman,6,Is the object a swimming pool?,Closed
snowman,7,Is the object made primarily of plastic?,Closed
snowman,8,Is the object a trampoline?,Closed
snowman,9,Is the object made of metal?,Closed
snowman,10,Is the object a treehouse?,Closed
snowman,11,Is the object a sandbox?,Closed
snowman,12,Is the object a swing set?,Closed
snowman,13,Is the object a basketball hoop?,Closed
snowman,14,Is the object a patio set?,Closed
snowman,15,Is the object a shed?,Closed
snowman,16,Is the object a fence?,Closed
snowman,17,Is the object a garden?,Closed
snowman,18,Is the object a lawn?,Closed
snowman,19,Is the object a playground?,Closed
snowman,20,Is the object a deck?,Closed
snowman,21,Is the object a gazebo?,Closed
snowman,22,Is the object a hot tub?,Closed
snowman,23,Is the object a grill?,Closed
snowman,24,Is the object a fire pit?,Closed
snowman,25,Is the object a picnic table?,Closed
snowman,26,Is the object a bench?,Closed
snowman,27,Is the object a birdhouse?,Closed
snowman,28,Is the object a birdbath?,Closed
snowman,29,Is the object a statue?,Closed
snowman,30,Is the object a statue of an animal?,Closed
snowman,31,Is the object a statue of a person?,Closed
snowman,32,Is the object a statue of a mythical creature?,Closed
snowman,33,Is the object a statue of an abstract shape?,Closed
snowman,34,Is the object a statue of a plant?,Closed
snowman,35,Is the object a statue of a building or structure?,Closed
snowman,36,Is the object a statue of a symbol?,Closed
snowman,37,Is the object a statue of a natural feature?,Closed
snowman,38,Is the object a statue of a mountain?,Closed
snowman,39,Is the object a statue of a river?,Closed
snowman,40,Is the object a statue of a lake?,Closed
snowman,41,Is the object a statue of an ocean?,Closed
snowman,42,Is the object a statue of a waterfall?,Closed
snowman,43,Is the object a statue of a sun?,Closed
snowman,44,Is the object a statue of a moon?,Closed
snowman,45,Is the object a statue of a star?,Closed
snowman,46,Is the object a statue of a cloud?,Closed
snowman,47,Is the object a statue of a tree?,Closed
snowman,48,Is the object a statue of a rock?,Closed
snowman,49,Is the object a statue of a flower?,Closed
snowman,50,Is the object a statue of the earth?,Closed
snowsuit,1,What is the size of the object you are thinking of?,Open
snowsuit,2,Is the object you are thinking of something that can be held in your hand?,Closed
snowsuit,3,Is the object you are thinking of man-made?,Closed
snowsuit,4,Is the object you are thinking of something that serves a functional purpose?,Closed
snowsuit,5,Is the object you are thinking of related to transportation?,Closed
snowsuit,6,Is the object you are thinking of something that can be found indoors?,Closed
snowsuit,7,Is the object you are thinking of related to furniture?,Closed
snowsuit,8,Is the object you are thinking of electronic?,Closed
snowsuit,9,Is the object you are thinking of made primarily of plastic?,Closed
snowsuit,10,Is the object you are thinking of made primarily of metal?,Closed
snowsuit,11,Is the object you are thinking of related to a kitchen or food preparation?,Closed
snowsuit,12,Is the object you are thinking of related to a bathroom?,Closed
snowsuit,13,Is the object you are thinking of related to a bedroom?,Closed
snowsuit,14,Is the object you are thinking of related to a living room?,Closed
snowsuit,15,Is the object you are thinking of related to a laundry room?,Closed
snowsuit,16,Is the object you are thinking of related to a home office or workspace?,Closed
snowsuit,17,Is the object you are thinking of related to a hallway or entryway?,Closed
snowsuit,18,Is the object you are thinking of related to a garage or storage area?,Closed
snowsuit,19,Is the object you are thinking of related to a backyard or outdoor area?,Closed
snowsuit,20,Is the object you are thinking of a plant or a tree?,Closed
snowsuit,21,Is the object you are thinking of a type of outdoor furniture?,Closed
snowsuit,22,Is the object you are thinking of a decorative item?,Closed
snowsuit,23,Is the object you are thinking of related to a pool or hot tub?,Closed
snowsuit,24,Is the object you are thinking of related to a garden or yard maintenance?,Closed
snowsuit,25,Is the object you are thinking of a type of outdoor lighting?,Closed
snowsuit,26,Is the object you are thinking of related to a path or walkway?,Closed
snowsuit,27,Is the object you are thinking of a type of outdoor recreational equipment?,Closed
snowsuit,28,Is the object you are thinking of a swing set?,Closed
snowsuit,29,Is the object you are thinking of a trampoline?,Closed
snowsuit,30,My guess is that the object you are thinking of is a barbecue grill. ?,Open
snuffbox,1,What is the size of the object you are thinking of?,Open
snuffbox,2,Is the object man-made?,Closed
snuffbox,3,Does the object have moving parts?,Closed
snuffbox,4,Is the object electronic?,Closed
snuffbox,5,Is the object commonly found in a kitchen?,Closed
snuffbox,6,Is the object used for entertainment?,Closed
snuffbox,7,Is the object used for personal grooming?,Closed
snuffbox,8,Is the object a toothbrush?,Closed
snuffbox,9,Does the object require batteries?,Closed
snuffbox,10,Is the object a pair of nail clippers?,Closed
snuffbox,11,Is the object a hairbrush?,Closed
snuffbox,12,Is the object a razor?,Closed
snuffbox,13,Is the object a comb?,Closed
snuffbox,14,Is the object tweezers?,Closed
snuffbox,15,Is the object scissors?,Closed
snuffbox,16,Is the object a mirror?,Closed
snuffbox,17,Is the object a file or emery board for fingernails?,Closed
snuffbox,18,Is the object a loofah or similar type of sponge?,Closed
snuffbox,19,Is the object a hair pick?,Closed
snuffbox,20,Is the object a deodorant stick?,Closed
snuffbox,21,Is the object a hair tie or rubber band?,Closed
snuffbox,22,Is the object a cotton swab?,Closed
snuffbox,23,Is the object a nail file?,Closed
snuffbox,24,Is the object a lipstick or lip balm?,Closed
snuffbox,25,Is the object a perfume or cologne?,Closed
snuffbox,26,Is the object a hair clip?,Closed
snuffbox,27,Is the object a bobby pin?,Closed
snuffbox,28,Is the object a makeup brush?,Closed
snuffbox,29,Is the object a compact?,Closed
snuffbox,30,Is the object a eyelash curler?,Closed
snuffbox,31,Is the object a fingernail clipper with a nail file on the other end?,Closed
snuffbox,32,Does the object have a blade?,Closed
snuffbox,33,Is the object used for ear care?,Closed
snuffbox,34,Is the object used for skin care?,Closed
snuffbox,35,Is the object used for foot care?,Closed
snuffbox,36,Is the object used for eye care?,Closed
snuffbox,37,Is the object used for nose care?,Closed
snuffbox,38,Is the object nasal tweezers?,Closed
snuffbox,39,Is the object a nasal strip?,Closed
snuffbox,40,Is the object a neti pot?,Closed
snuffbox,41,Is the object a bulb syringe?,Closed
snuffbox,42,Is the object a nasal aspirator?,Closed
snuffbox,43,Is the object a Q-tip?,Closed
snuffbox,44,Is the object a nasal spray?,Closed
snuffbox,45,Is the object a nasal trimmer?,Closed
snuffbox,46,Is the object a nose hair trimmer?,Closed
snuffbox,47,Is the object a nasal scraper?,Closed
snuffbox,48,Is the object a nasal pick?,Closed
snuffbox,49,Is the object a booger picker?,Closed
snuffbox,50,Is the object a nose picker?,Closed
sock,1,Is the object you are thinking of something that can be held in your hand?,Closed
sock,2,Is the object man-made?,Closed
sock,3,Is the object used for entertainment?,Closed
sock,4,Is the object used for a specific task?,Closed
sock,5,Is the object electronic?,Closed
sock,6,Is the object made primarily of metal?,Closed
sock,7,Is the object used primarily with food or drink?,Closed
sock,8,Is the object commonly found in most households?,Closed
sock,9,Is the object used for personal grooming?,Closed
sock,10,I'm going to take a guess that the object is a hammer.?,Open
sock,11,Is the object used for cleaning?,Closed
sock,12,Is the object used for a task related to clothing?,Closed
sock,13,I'm going to take a guess that the object is a button.?,Open
sock,14,Is the object used to fasten clothing?,Closed
sock,15,"Is the object used to care for clothing, like a brush or a sponge?",Closed
sock,16,Is the object used to alter or mend clothing in some way?,Closed
sock,17,I'm going to take a guess that the object is a sewing kit.?,Open
sock,18,"Is the object used to remove something from clothing, like a lint roller?",Closed
sock,19,"Is the object used to add something to clothing, like a patch or embroidery?",Closed
sock,20,Is the object related to footwear?,Closed
